target_contact,receiver_contact,source_contact,value,unit
1,7,7,0.023786716024594222,dimensionless
1,7,8,0.07832940703907167,dimensionless
1,7,9,-0.014257464597908259,dimensionless
1,8,1,0.0008196856417954931,dimensionless
1,8,2,-0.11570243064969583,dimensionless
1,8,3,-0.006443294350193585,dimensionless
1,8,4,-0.029525366462714846,dimensionless
1,8,5,-0.06462475296855341,dimensionless
1,8,6,-0.032006952192910325,dimensionless
1,8,7,-0.004546789056972508,dimensionless
1,8,8,-0.009202685485850496,dimensionless
1,8,9,-0.0016623769393514364,dimensionless
1,9,1,0.002634310893357184,dimensionless
1,9,2,-0.007641423305553726,dimensionless
1,9,3,-0.0017003001256152338,dimensionless
1,9,4,-0.0055815672861484885,dimensionless
1,9,5,-0.008446833278405372,dimensionless
1,9,6,-0.00293195985576212,dimensionless
1,9,7,-0.0004675802495095258,dimensionless
1,9,8,-0.002085140047651421,dimensionless
1,9,9,-0.0022122393337988323,dimensionless
2,1,1,0.02796003400811809,dimensionless
2,1,2,0.008426211374702931,dimensionless
2,1,3,0.010794957753871228,dimensionless
2,1,4,0.01390220707845651,dimensionless
2,1,5,0.0045828572769844355,dimensionless
2,1,6,-0.0547417196154084,dimensionless
2,1,7,-0.22838198660064346,dimensionless
2,1,8,-0.008794737787142041,dimensionless
2,1,9,-0.009719641381721602,dimensionless
2,2,1,-0.0007974114252880087,dimensionless
2,2,2,0.006437213644860483,dimensionless
2,2,3,-0.0026140837083189336,dimensionless
2,2,4,-0.0004104276339650121,dimensionless
2,2,5,-0.00045807136249305836,dimensionless
2,2,6,-0.002753820205453119,dimensionless
2,2,7,-0.002800990652463961,dimensionless
2,2,8,-0.00017708052187435073,dimensionless
2,2,9,-0.0062337064148900445,dimensionless
2,3,1,-0.08722755682339477,dimensionless
2,3,2,0.03171433299759635,dimensionless
2,3,3,-0.3621093728554481,dimensionless
2,3,4,-0.03707909951393241,dimensionless
2,3,5,-0.01924852268831339,dimensionless
2,3,6,-0.30572426612531556,dimensionless
2,3,7,-0.39550405733143323,dimensionless
2,3,8,-0.01713228690259971,dimensionless
2,3,9,-0.03637207504222437,dimensionless
2,4,1,-0.017223145472256247,dimensionless
2,4,2,0.013777763016726735,dimensionless
2,4,3,0.00732691154828704,dimensionless
2,4,4,-0.003301206712422582,dimensionless
2,4,5,0.003926289993187638,dimensionless
2,4,6,-0.003330983115787616,dimensionless
2,4,7,-0.15299680728875853,dimensionless
2,4,8,-0.004651505096300348,dimensionless
2,4,9,-0.015412340262467043,dimensionless
2,5,1,0.014878446519478904,dimensionless
2,5,2,0.013722230876197273,dimensionless
2,5,3,0.010469166514527324,dimensionless
2,5,4,0.005610211362762901,dimensionless
2,5,5,-0.0019469212592966786,dimensionless
2,5,6,-0.0006469371613649444,dimensionless
2,5,7,0.04315176108483066,dimensionless
2,5,8,0.0012516263925229512,dimensionless
2,5,9,-0.012708936279223116,dimensionless
2,6,1,0.01242572907303274,dimensionless
2,6,2,0.012940732198667553,dimensionless
2,6,3,-0.18538557130242012,dimensionless
2,6,4,0.015356249253773812,dimensionless
2,6,5,-0.031796355193651406,dimensionless
2,6,6,-0.3980680636758029,dimensionless
2,6,7,-0.36831513148057415,dimensionless
2,6,8,-0.01755855315799263,dimensionless
2,6,9,-0.01550372164907408,dimensionless
2,7,1,0.014057224447856025,dimensionless
2,7,2,0.005458919392508785,dimensionless
2,7,3,-0.06070874441797925,dimensionless
2,7,4,0.003297869014146576,dimensionless
2,7,5,-0.0037191738253868584,dimensionless
2,7,6,-0.0766133304116315,dimensionless
2,7,7,-0.08352858872428987,dimensionless
2,7,8,-0.004061018706276911,dimensionless
2,7,9,-0.006808649108686481,dimensionless
2,8,1,0.016898784910745798,dimensionless
2,8,2,-0.011629902722934755,dimensionless
2,8,3,0.02924365373540155,dimensionless
2,8,4,0.006725628570290525,dimensionless
2,8,5,0.002818687915154162,dimensionless
2,8,6,0.05241612238840506,dimensionless
2,8,7,0.14234661496361062,dimensionless
2,8,8,0.006005940593852534,dimensionless
2,8,9,0.013134489320712803,dimensionless
2,9,1,-0.004726274492847631,dimensionless
2,9,2,0.012391792379289761,dimensionless
2,9,3,-0.014688341384933806,dimensionless
2,9,4,-0.0021644487463456886,dimensionless
2,9,5,-0.0018798859931971428,dimensionless
2,9,6,-0.013241249379208543,dimensionless
2,9,7,-0.008186459635874223,dimensionless
2,9,8,-0.0005585533460503955,dimensionless
2,9,9,-0.011678335782116552,dimensionless
3,1,1,-0.03992632438939394,dimensionless
3,1,2,0.07236453936987287,dimensionless
3,1,3,-0.012812279555830778,dimensionless
3,1,4,0.07448331353466232,dimensionless
3,1,5,-0.004395685158586158,dimensionless
3,1,6,-0.012931395493965632,dimensionless
3,1,7,-0.13128492457828095,dimensionless
3,1,8,-0.056566717876740745,dimensionless
3,1,9,0.0132120802013579,dimensionless
3,2,1,-0.0528827220007471,dimensionless
3,2,2,-0.07587545479404206,dimensionless
3,2,3,-0.02429503047173393,dimensionless
3,2,4,-0.02922929788733463,dimensionless
3,2,5,-0.009713257949695185,dimensionless
3,2,6,-0.06847147982026702,dimensionless
3,2,7,-0.3171246414390628,dimensionless
3,2,8,-0.08771745245348651,dimensionless
3,2,9,0.022029405554333904,dimensionless
3,3,1,0.00014153277250119494,dimensionless
3,3,2,-0.0001728735933093494,dimensionless
3,3,3,0.0007273996163035689,dimensionless
3,3,4,-0.0001665979197084681,dimensionless
3,3,5,1.4112912055389956e-5,dimensionless
3,3,6,3.838623848241941e-5,dimensionless
3,3,7,0.0003893150994497058,dimensionless
3,3,8,0.00017760992508546346,dimensionless
3,3,9,0.0009209895924152051,dimensionless
3,4,1,-0.031912896003466494,dimensionless
3,4,2,0.029891517108070597,dimensionless
3,4,3,-0.0586827466218562,dimensionless
3,4,4,0.04127443885684365,dimensionless
3,4,5,-0.005333854125208066,dimensionless
3,4,6,-0.026598660545158272,dimensionless
3,4,7,-0.16525386478702292,dimensionless
3,4,8,-0.054450496934643336,dimensionless
3,4,9,0.05800302034262776,dimensionless
3,5,1,0.013265387141488432,dimensionless
3,5,2,-0.0054322508098632654,dimensionless
3,5,3,0.010676302213953518,dimensionless
3,5,4,-0.0006510131856373374,dimensionless
3,5,5,0.0018159037731108483,dimensionless
3,5,6,0.014138414272625303,dimensionless
3,5,7,0.06105603037215894,dimensionless
